,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
536,536,536,536,536,out,out,out,537,60,7,Verse 3,12,102,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"Gonna hurt bad, but don't take it out on the next, son", gonna hurt bad but don't take it out on the next son,NEGATIVE,0.9954,-0.9954,5,0.09615384615384616,-0.9803,25,0.14204545454545456,neg_word_neg_line,Just the Two of Us,Will Smith,-5.53298807144165,-4.757801055908203
537,537,537,537,537,on,on,on,538,60,7,Verse 3,12,103,5,5,5,"[466, 477, 502, 538, 585]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Gonna hurt bad, but don't take it out on the next, son", gonna hurt bad but don't take it out on the next son,NEGATIVE,0.9954,-0.9954,5,0.09615384615384616,0.987,113,0.6420454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,8.214993476867676,-10.38104248046875
538,538,538,538,538,the,the,the,539,60,7,Verse 3,12,104,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Gonna hurt bad, but don't take it out on the next, son", gonna hurt bad but don't take it out on the next son,NEGATIVE,0.9954,-0.9954,5,0.09615384615384616,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
539,539,539,539,539,"next,",next,next,540,60,7,Verse 3,12,105,1,1,1,[540],"[('next', 'JJ')]",ADJ,POSITIVE,0.9865,"Gonna hurt bad, but don't take it out on the next, son", gonna hurt bad but don't take it out on the next son,NEGATIVE,0.9954,-0.9954,5,0.09615384615384616,0.9865,110,0.625,pos_word_neg_line,Just the Two of Us,Will Smith,16.97233009338379,8.007549285888674
540,540,540,540,540,son,son,son,541,60,7,Verse 3,12,106,1,1,1,[541],"[('son', 'NN')]",N,POSITIVE,0.9942,"Gonna hurt bad, but don't take it out on the next, son", gonna hurt bad but don't take it out on the next son,NEGATIVE,0.9954,-0.9954,5,0.09615384615384616,0.9942,135,0.7670454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,-9.207554817199707,10.165550231933594
541,541,541,541,541,Throughout,Throughout,throughout,542,61,7,Verse 3,13,107,1,1,1,[542],"[('throughout', 'IN')]",PREP,POSITIVE,0.9917,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9917,123,0.6988636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,-4.165643215179443,2.949863910675049
542,542,542,542,542,life,life,life,543,61,7,Verse 3,13,108,4,4,4,"[145, 173, 499, 543]","[('life', 'NN')]",N,POSITIVE,0.9965,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9965,147,0.8352272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,-2.363539457321167,10.939310073852539
543,543,543,543,543,people,people,people,544,61,7,Verse 3,13,109,2,2,2,"[92, 544]","[('people', 'NNS')]",N,POSITIVE,0.9852,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9852,106,0.6022727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,-12.247200012207033,1.5226600170135498
544,544,544,544,544,will,will,will,545,61,7,Verse 3,13,110,4,4,4,"[276, 321, 545, 568]","[('will', 'MD')]",V,POSITIVE,0.9997,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9997,174,0.9886363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,14.404364585876465,-8.00518798828125
545,545,545,545,545,make,make,make,546,61,7,Verse 3,13,111,4,1,1,"[183, 403, 546, 611]","[('make', 'VB')]",V,POSITIVE,0.9996,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9996,173,0.9829545454545454,pos_word_neg_line,Just the Two of Us,Will Smith,-3.0625572204589844,-9.562143325805664
546,546,546,546,546,you,you,you,547,61,7,Verse 3,13,112,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,0.9991,168,0.9545454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
547,547,547,547,547,mad,mad,mad,548,61,7,Verse 3,13,113,1,1,1,[548],"[('mad', 'NN')]",N,NEGATIVE,0.9996,Throughout life people will make you mad, throughout life people will make you mad,NEGATIVE,0.9937,-0.9937,8,0.15384615384615385,-0.9996,2,0.011363636363636364,neg_word_neg_line,Just the Two of Us,Will Smith,4.220201015472412,4.546180725097656
548,548,548,548,548,Disrespect,Disrespect,disrespect,549,62,7,Verse 3,14,114,1,1,1,[549],"[('disrespect', 'NN')]",N,NEGATIVE,0.9995,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,-0.9995,3,0.017045454545454544,neg_word_neg_line,Just the Two of Us,Will Smith,6.09670352935791,12.304342269897461
549,549,549,549,549,you,you,you,550,62,7,Verse 3,14,115,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,0.9991,168,0.9545454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
550,550,550,550,550,and,and,and,551,62,7,Verse 3,14,116,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,0.9708,92,0.5227272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
551,551,551,551,551,treat,treat,treat,552,62,7,Verse 3,14,117,1,1,1,[552],"[('treat', 'NN')]",N,POSITIVE,0.9999,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,0.9999,176,1.0,pos_word_neg_line,Just the Two of Us,Will Smith,1.5991944074630735,-7.3900299072265625
552,552,552,552,552,you,you,you,553,62,7,Verse 3,14,118,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,0.9991,168,0.9545454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
553,553,553,553,553,bad,bad,bad,554,62,7,Verse 3,14,119,2,2,2,"[532, 554]","[('bad', 'JJ')]",ADJ,NEGATIVE,0.9998,Disrespect you and treat you bad, disrespect you and treat you bad,NEGATIVE,0.997,-0.997,3,0.0576923076923077,-0.9998,0,0.0,neg_word_neg_line,Just the Two of Us,Will Smith,9.27898406982422,12.92060375213623
554,554,554,554,554,Let,Let,let,555,63,7,Verse 3,15,120,3,3,3,"[52, 157, 555]","[('let', 'VB')]",V,NEGATIVE,0.7554,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,-0.7554,45,0.2556818181818182,neg_word_neg_line,Just the Two of Us,Will Smith,-10.046360969543457,-13.860998153686525
555,555,555,555,555,God,God,god,556,63,7,Verse 3,15,121,1,1,1,[556],"[('god', 'NN')]",N,POSITIVE,0.9449,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9449,75,0.4261363636363637,pos_word_neg_line,Just the Two of Us,Will Smith,-12.005520820617676,14.73099422454834
556,556,556,556,556,deal,deal,deal,557,63,7,Verse 3,15,122,1,1,1,[557],"[('deal', 'NN')]",N,POSITIVE,0.9989,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9989,166,0.9431818181818182,pos_word_neg_line,Just the Two of Us,Will Smith,-1.7113708257675169,1.431921362876892
557,557,557,557,557,with,with,with,558,63,7,Verse 3,15,123,4,4,4,"[348, 363, 460, 558]","[('with', 'IN')]",PREP,POSITIVE,0.9826,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9826,101,0.5738636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,7.373578071594237,-10.025128364562988
558,558,558,558,558,the,the,the,559,63,7,Verse 3,15,124,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
559,559,559,559,559,things,things,things,560,63,7,Verse 3,15,125,1,1,1,[560],"[('things', 'NNS')]",N,POSITIVE,0.9926,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9926,125,0.7102272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,-13.302833557128904,0.7929635643959045
560,560,560,560,560,they,they,they,561,63,7,Verse 3,15,126,1,1,1,[561],"[('they', 'PRP')]",PRON,POSITIVE,0.9649,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9649,85,0.4829545454545455,pos_word_neg_line,Just the Two of Us,Will Smith,7.073552131652832,-4.361063480377196
561,561,561,561,561,do,do,do,562,63,7,Verse 3,15,127,4,4,4,"[290, 323, 562, 593]","[('do', 'VB')]",V,POSITIVE,0.9963,Let God deal with the things they do, let god deal with the things they do,NEGATIVE,0.9065,-0.9065,20,0.38461538461538464,0.9963,146,0.8295454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,15.427288055419922,-10.417226791381836
562,562,562,562,562,Cause,Cause,because,563,64,7,Verse 3,16,128,3,3,3,"[137, 244, 563]","[('because', 'IN')]",PREP,NEGATIVE,0.8893,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,-0.8893,41,0.23295454545454544,neg_word_neg_line,Just the Two of Us,Will Smith,10.766697883605957,7.356249809265138
563,563,563,563,563,hate,hate,hate,564,64,7,Verse 3,16,129,1,1,1,[564],"[('hate', 'NN')]",N,NEGATIVE,0.9997,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,-0.9997,1,0.005681818181818182,neg_word_neg_line,Just the Two of Us,Will Smith,4.559527397155762,7.562624454498291
564,564,564,564,564,in,in,in,565,64,7,Verse 3,16,130,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.979,97,0.5511363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
565,565,565,565,565,your,your,your,566,64,7,Verse 3,16,131,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9981,159,0.9034090909090908,pos_word_neg_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
566,566,566,566,566,heart,heart,heart,567,64,7,Verse 3,16,132,3,3,3,"[135, 519, 567]","[('heart', 'NN')]",N,POSITIVE,0.9998,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9998,175,0.9943181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,-5.218564510345459,8.953390121459961
567,567,567,567,567,will,will,will,568,64,7,Verse 3,16,133,4,4,4,"[276, 321, 545, 568]","[('will', 'MD')]",V,POSITIVE,0.9997,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9997,174,0.9886363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,14.404364585876465,-8.00518798828125
568,568,568,568,568,consume,consume,consume,569,64,7,Verse 3,16,134,1,1,1,[569],"[('consume', 'NN')]",N,POSITIVE,0.9199,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9199,68,0.3863636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,-1.9477550983428955,-11.9900541305542
569,569,569,569,569,you,you,you,570,64,7,Verse 3,16,135,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,0.9991,168,0.9545454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
570,570,570,570,570,too,too,too,571,64,7,Verse 3,16,136,2,2,2,"[169, 571]","[('too', 'RB')]",ADV,NEGATIVE,0.9357,Cause hate in your heart will consume you too, because hate in your heart will consume you too,NEGATIVE,0.9677,-0.9677,16,0.3076923076923077,-0.9357,37,0.2102272727272728,neg_word_neg_line,Just the Two of Us,Will Smith,9.612733840942383,3.740943670272826
571,571,571,571,571,Always,Always,always,572,65,7,Verse 3,17,137,2,2,2,"[322, 572]","[('always', 'RB')]",ADV,POSITIVE,0.9983,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9983,161,0.9147727272727272,pos_word_pos_line,Just the Two of Us,Will Smith,9.685564994812012,2.1947407722473145
572,572,572,572,572,tell,tell,tell,573,65,7,Verse 3,17,138,1,1,1,[573],"[('tell', 'NN')]",N,POSITIVE,0.9845,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9845,105,0.5965909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,-6.151491641998291,-11.962427139282227
573,573,573,573,573,the,the,the,574,65,7,Verse 3,17,139,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
574,574,574,574,574,"truth,",truth,truth,575,65,7,Verse 3,17,140,1,1,1,[575],"[('truth', 'NN')]",N,POSITIVE,0.9991,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,1.941328525543213,10.988958358764648
575,575,575,575,575,say,say,say,576,65,7,Verse 3,17,141,1,1,1,[576],"[('say', 'VB')]",V,POSITIVE,0.9529,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9529,79,0.4488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-5.52143144607544,-12.57633113861084
576,576,576,576,576,your,your,your,577,65,7,Verse 3,17,142,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.9981,159,0.9034090909090908,pos_word_pos_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
577,577,577,577,577,prayers,prayers,prayers,578,65,7,Verse 3,17,143,1,1,1,[578],"[('prayers', 'NNS')]",N,POSITIVE,0.933,"Always tell the truth, say your prayers", always tell the truth say your prayers,POSITIVE,0.9981,0.9981,39,0.75,0.933,73,0.4147727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,-2.684692621231079,14.804521560668945
578,578,578,578,578,Hold,Hold,hold,579,66,7,Verse 3,18,144,1,1,1,[579],"[('hold', 'NN')]",N,POSITIVE,0.9987,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9987,164,0.9318181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,-2.8142857551574707,-14.235532760620115
579,579,579,579,579,"doors,",doors,doors,580,66,7,Verse 3,18,145,1,1,1,[580],"[('doors', 'NNS')]",N,POSITIVE,0.9932,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9932,129,0.7329545454545454,pos_word_neg_line,Just the Two of Us,Will Smith,-2.285038948059082,7.302468776702881
580,580,580,580,580,pull,pull,pull,581,66,7,Verse 3,18,146,1,1,1,[581],"[('pull', 'NN')]",N,POSITIVE,0.9451,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9451,76,0.4318181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,-3.9181516170501713,-14.440049171447756
581,581,581,581,581,out,out,out,582,66,7,Verse 3,18,147,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,-0.9803,25,0.14204545454545456,neg_word_neg_line,Just the Two of Us,Will Smith,-5.53298807144165,-4.757801055908203
582,582,582,582,582,"chairs,",chairs,chairs,583,66,7,Verse 3,18,148,1,1,1,[583],"[('chairs', 'NNS')]",N,POSITIVE,0.9956,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9956,142,0.8068181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,-0.18309016525745392,13.977205276489258
583,583,583,583,583,easy,easy,easy,584,66,7,Verse 3,18,149,1,1,1,[584],"[('easy', 'JJ')]",ADJ,POSITIVE,0.9972,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9972,153,0.8693181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,8.083847999572754,6.561737060546875
584,584,584,584,584,on,on,on,585,66,7,Verse 3,18,150,5,5,5,"[466, 477, 502, 538, 585]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.987,113,0.6420454545454546,pos_word_neg_line,Just the Two of Us,Will Smith,8.214993476867676,-10.38104248046875
585,585,585,585,585,the,the,the,586,66,7,Verse 3,18,151,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
586,586,586,586,586,swears,swears,swears,587,66,7,Verse 3,18,152,1,1,1,[587],"[('swears', 'NNS')]",N,NEGATIVE,0.9718,"Hold doors, pull out chairs, easy on the swears", hold doors pull out chairs easy on the swears,NEGATIVE,0.9656,-0.9656,17,0.3269230769230769,-0.9718,29,0.16477272727272727,neg_word_neg_line,Just the Two of Us,Will Smith,4.219953536987306,16.622554779052734
587,587,587,587,587,You're,You're,you're,588,67,7,Verse 3,19,153,1,1,1,[588],"[('you', 'PRP'), (""'re"", 'VBP')]",MULT,POSITIVE,0.9998,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,7.1725215911865225,21.731735229492188
588,588,588,588,588,living,living,living,589,67,7,Verse 3,19,154,1,1,1,[589],"[('living', 'NN')]",N,POSITIVE,0.9994,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9994,171,0.9715909090909092,pos_word_pos_line,Just the Two of Us,Will Smith,-1.7456127405166626,9.869065284729004
589,589,589,589,589,proof,proof,proof,590,67,7,Verse 3,19,155,1,1,1,[590],"[('proof', 'NN')]",N,POSITIVE,0.9975,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9975,155,0.8806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-8.773855209350586,6.059967994689941
590,590,590,590,590,that,that,that,591,67,7,Verse 3,19,156,7,7,7,"[78, 109, 278, 286, 291, 481, 591]","[('that', 'IN')]",PREP,POSITIVE,0.9895,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9895,118,0.6704545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,14.896409034729006,-1.358898043632507
591,591,591,591,591,dreams,dreams,dreams,592,67,7,Verse 3,19,157,1,1,1,[592],"[('dreams', 'NNS')]",N,POSITIVE,0.998,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.998,158,0.8977272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,-2.5950372219085693,17.361068725585938
592,592,592,592,592,do,do,do,593,67,7,Verse 3,19,158,4,4,4,"[290, 323, 562, 593]","[('do', 'VB')]",V,POSITIVE,0.9963,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9963,146,0.8295454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,15.427288055419922,-10.417226791381836
593,593,593,593,593,come,come,come,594,67,7,Verse 3,19,159,2,2,2,"[371, 594]","[('come', 'VB')]",V,POSITIVE,0.9984,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9984,162,0.9204545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,-8.227801322937013,-14.747576713562012
594,594,594,594,594,true,true,true,595,67,7,Verse 3,19,160,2,2,2,"[285, 595]","[('true', 'JJ')]",ADJ,POSITIVE,0.9999,You're living proof that dreams do come true, you're living proof that dreams do come true,POSITIVE,0.9996,0.9996,49,0.9423076923076924,0.9999,176,1.0,pos_word_pos_line,Just the Two of Us,Will Smith,4.176450729370116,11.7415771484375
595,595,595,595,595,I,I,I,596,68,7,Verse 3,20,161,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
596,596,596,596,596,love,love,love,597,68,7,Verse 3,20,162,3,3,3,"[166, 378, 597]","[('love', 'NN')]",N,POSITIVE,0.9999,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9999,176,1.0,pos_word_pos_line,Just the Two of Us,Will Smith,-4.2603745460510245,9.329144477844238
597,597,597,597,597,you,you,you,598,68,7,Verse 3,20,163,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
598,598,598,598,598,and,and,and,599,68,7,Verse 3,20,164,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9708,92,0.5227272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
599,599,599,599,599,I'm,I'm,I'm,600,68,7,Verse 3,20,165,2,2,2,"[471, 600]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9981,159,0.9034090909090908,pos_word_pos_line,Just the Two of Us,Will Smith,6.5225830078125,22.30953598022461
600,600,600,600,600,here,here,here,601,68,7,Verse 3,20,166,1,1,1,[601],"[('here', 'RB')]",ADV,POSITIVE,0.9937,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9937,133,0.7556818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-13.66562557220459,-9.237632751464844
601,601,601,601,601,for,for,for,602,68,7,Verse 3,20,167,2,2,2,"[602, 656]","[('for', 'IN')]",PREP,POSITIVE,0.9701,I love you and I'm here for you, I love you and I'm here for you,POSITIVE,0.9999,0.9999,52,1.0,0.9701,90,0.5113636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,0.7814614772796631,-5.265222549438477
