,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
180,180,180,180,180,180,180,180,180,180,180,Turned,Turned,turned,181,34,7,Bridge: David Bowie & Freddie Mercury,1,1,1,1,1,[181],"[('turned', 'VBD')]",V,POSITIVE,0.9944,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.9944,79,0.7596153846153846,pos_word_neg_line,Under Pressure,Queen & David Bowie,-20.728748321533203,0.1372770071029663
181,181,181,181,181,181,181,181,181,181,181,away,away,away,182,34,7,Bridge: David Bowie & Freddie Mercury,1,2,1,1,1,[182],"[('away', 'RB')]",ADV,NEGATIVE,0.9977,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,-0.9977,7,0.0673076923076923,neg_word_neg_line,Under Pressure,Queen & David Bowie,-9.908713340759276,-9.097740173339844
182,182,182,182,182,182,182,182,182,182,182,from,from,from,183,34,7,Bridge: David Bowie & Freddie Mercury,1,3,1,1,1,[183],"[('from', 'IN')]",PREP,POSITIVE,0.7563,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.7563,30,0.28846153846153844,pos_word_neg_line,Under Pressure,Queen & David Bowie,14.074191093444824,4.125282764434815
183,183,183,183,183,183,183,183,183,183,183,it,it,it,184,34,7,Bridge: David Bowie & Freddie Mercury,1,4,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.9927,73,0.7019230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,9.89292812347412,-5.348041534423828
184,184,184,184,184,184,184,184,184,184,184,all,all,all,185,34,7,Bridge: David Bowie & Freddie Mercury,1,5,1,1,1,[185],"[('all', 'DT')]",DET,POSITIVE,0.9903,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.9903,69,0.6634615384615384,pos_word_neg_line,Under Pressure,Queen & David Bowie,-12.680593490600586,-10.890480995178224
185,185,185,185,185,185,185,185,185,185,185,like,like,like,186,34,7,Bridge: David Bowie & Freddie Mercury,1,6,1,1,1,[186],"[('like', 'IN')]",PREP,POSITIVE,0.9911,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.9911,71,0.6826923076923077,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.013649940490724,-8.936087608337402
186,186,186,186,186,186,186,186,186,186,186,a,a,a,187,34,7,Bridge: David Bowie & Freddie Mercury,1,7,4,4,4,"[32, 36, 187, 192]","[('a', 'DT')]",DET,POSITIVE,0.9873,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.9873,64,0.6153846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,14.46420669555664,-0.8100928068161011
187,187,187,187,187,187,187,187,187,187,187,blind,blind,blind,188,34,7,Bridge: David Bowie & Freddie Mercury,1,8,1,1,1,[188],"[('blind', 'NN')]",N,NEGATIVE,0.9997,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,-0.9997,1,0.009615384615384616,neg_word_neg_line,Under Pressure,Queen & David Bowie,-0.6386150717735289,11.259981155395508
188,188,188,188,188,188,188,188,188,188,188,man,man,man,189,34,7,Bridge: David Bowie & Freddie Mercury,1,9,2,2,2,"[25, 189]","[('man', 'NN')]",N,POSITIVE,0.8134,Turned away from it all like a blind man, turned away from it all like a blind man,NEGATIVE,0.9957,-0.9957,6,0.14285714285714285,0.8134,32,0.3076923076923077,pos_word_neg_line,Under Pressure,Queen & David Bowie,-9.155290603637695,-5.772232532501223
189,189,189,189,189,189,189,189,189,189,189,Sat,Sat,sat,190,35,7,Bridge: David Bowie & Freddie Mercury,2,10,1,1,1,[190],"[('sat', 'NN')]",N,POSITIVE,0.9666,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.9666,48,0.4615384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,11.31101894378662,-1.093442678451538
190,190,190,190,190,190,190,190,190,190,190,on,on,on,191,35,7,Bridge: David Bowie & Freddie Mercury,2,11,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.987,63,0.6057692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
191,191,191,191,191,191,191,191,191,191,191,a,a,a,192,35,7,Bridge: David Bowie & Freddie Mercury,2,12,4,4,4,"[32, 36, 187, 192]","[('a', 'DT')]",DET,POSITIVE,0.9873,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.9873,64,0.6153846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,14.46420669555664,-0.8100928068161011
192,192,192,192,192,192,192,192,192,192,192,fence,fence,fence,193,35,7,Bridge: David Bowie & Freddie Mercury,2,13,1,1,1,[193],"[('fence', 'NN')]",N,POSITIVE,0.9343,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.9343,40,0.38461538461538464,pos_word_neg_line,Under Pressure,Queen & David Bowie,4.000053882598877,14.320663452148438
193,193,193,193,193,193,193,193,193,193,193,but,but,but,194,35,7,Bridge: David Bowie & Freddie Mercury,2,14,3,3,3,"[115, 194, 203]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,-0.9101,20,0.19230769230769232,neg_word_neg_line,Under Pressure,Queen & David Bowie,13.425121307373047,-12.65042495727539
194,194,194,194,194,194,194,194,194,194,194,it,it,it,195,35,7,Bridge: David Bowie & Freddie Mercury,2,15,4,4,4,"[112, 116, 184, 195]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.9927,73,0.7019230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,9.89292812347412,-5.348041534423828
195,195,195,195,195,195,195,195,195,195,195,don't,don't,don't,196,35,7,Bridge: David Bowie & Freddie Mercury,2,16,1,1,1,[196],"[('do', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9883,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,-0.9883,12,0.1153846153846154,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.741718292236328,-18.112266540527344
196,196,196,196,196,196,196,196,196,196,196,work,work,work,197,35,7,Bridge: David Bowie & Freddie Mercury,2,17,1,1,1,[197],"[('work', 'NN')]",N,POSITIVE,0.9994,Sat on a fence but it don't work, sat on a fence but it don't work,NEGATIVE,0.9996,-0.9996,0,0.0,0.9994,100,0.9615384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,-3.1366517543792725,14.190410614013672
197,197,197,197,197,197,197,197,197,197,197,Keep,Keep,keep,198,36,7,Bridge: David Bowie & Freddie Mercury,3,18,1,1,1,[198],"[('keep', 'VB')]",V,POSITIVE,0.9989,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9989,95,0.9134615384615384,pos_word_neg_line,Under Pressure,Queen & David Bowie,-8.143282890319824,0.4661634266376496
198,198,198,198,198,198,198,198,198,198,198,coming,coming,coming,199,36,7,Bridge: David Bowie & Freddie Mercury,3,19,1,1,1,[199],"[('coming', 'VBG')]",V,POSITIVE,0.9989,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9989,95,0.9134615384615384,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.7983208894729614,-6.253714084625244
199,199,199,199,199,199,199,199,199,199,199,up,up,up,200,36,7,Bridge: David Bowie & Freddie Mercury,3,20,1,1,1,[200],"[('up', 'RB')]",ADV,POSITIVE,0.9992,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9992,98,0.9423076923076924,pos_word_neg_line,Under Pressure,Queen & David Bowie,-12.374776840209961,-8.064862251281737
200,200,200,200,200,200,200,200,200,200,200,with,with,with,201,36,7,Bridge: David Bowie & Freddie Mercury,3,21,1,1,1,[201],"[('with', 'IN')]",PREP,POSITIVE,0.9826,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9826,59,0.5673076923076923,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.464055061340332,4.652782917022705
201,201,201,201,201,201,201,201,201,201,201,love,love,love,202,36,7,Bridge: David Bowie & Freddie Mercury,3,22,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9999,104,1.0,pos_word_neg_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
202,202,202,202,202,202,202,202,202,202,202,but,but,but,203,36,7,Bridge: David Bowie & Freddie Mercury,3,23,3,3,3,"[115, 194, 203]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,-0.9101,20,0.19230769230769232,neg_word_neg_line,Under Pressure,Queen & David Bowie,13.425121307373047,-12.65042495727539
203,203,203,203,203,203,203,203,203,203,203,it's,it's,it's,204,36,7,Bridge: David Bowie & Freddie Mercury,3,24,3,3,3,"[60, 151, 204]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9988,94,0.9038461538461541,pos_word_neg_line,Under Pressure,Queen & David Bowie,14.261357307434082,-22.57988929748535
204,204,204,204,204,204,204,204,204,204,204,so,so,so,205,36,7,Bridge: David Bowie & Freddie Mercury,3,25,1,1,1,[205],"[('so', 'RB')]",ADV,POSITIVE,0.913,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.913,36,0.3461538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.745609283447266,-12.041179656982422
205,205,205,205,205,205,205,205,205,205,205,slashed,slashed,slashed,206,36,7,Bridge: David Bowie & Freddie Mercury,3,26,1,1,1,[206],"[('slashed', 'VBD')]",V,NEGATIVE,0.9993,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,-0.9993,4,0.038461538461538464,neg_word_neg_line,Under Pressure,Queen & David Bowie,-1.5708874464035034,-3.1064932346343994
206,206,206,206,206,206,206,206,206,206,206,and,and,and,207,36,7,Bridge: David Bowie & Freddie Mercury,3,27,3,3,3,"[207, 266, 284]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,0.9708,51,0.4903846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,13.185065269470215,-5.214746952056885
207,207,207,207,207,207,207,207,207,207,207,torn,torn,torn,208,36,7,Bridge: David Bowie & Freddie Mercury,3,28,1,1,1,[208],"[('torn', 'NN')]",N,NEGATIVE,0.9995,Keep coming up with love but it's so slashed and torn, keep coming up with love but it's so slashed and torn,NEGATIVE,0.9984,-0.9984,2,0.047619047619047616,-0.9995,2,0.019230769230769232,neg_word_neg_line,Under Pressure,Queen & David Bowie,-1.3446409702301023,-2.3888251781463623
208,208,208,208,208,208,208,208,208,208,208,"Why,",Why,why,209,37,7,Bridge: David Bowie & Freddie Mercury,4,29,5,5,5,"[209, 210, 211, 230, 239]","[('why', 'WRB')]",OTH,NEGATIVE,0.9814,"Why, why, why?", why why why,NEGATIVE,0.9974,-0.9974,3,0.07142857142857142,-0.9814,13,0.125,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.083438873291016,-6.470144271850586
209,209,209,209,209,209,209,209,209,209,209,"why,",why,why,210,37,7,Bridge: David Bowie & Freddie Mercury,4,30,5,5,5,"[209, 210, 211, 230, 239]","[('why', 'WRB')]",OTH,NEGATIVE,0.9814,"Why, why, why?", why why why,NEGATIVE,0.9974,-0.9974,3,0.07142857142857142,-0.9814,13,0.125,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.083438873291016,-6.470144271850586
210,210,210,210,210,210,210,210,210,210,210,why?,why,why,211,37,7,Bridge: David Bowie & Freddie Mercury,4,31,5,5,5,"[209, 210, 211, 230, 239]","[('why', 'WRB')]",OTH,NEGATIVE,0.9814,"Why, why, why?", why why why,NEGATIVE,0.9974,-0.9974,3,0.07142857142857142,-0.9814,13,0.125,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.083438873291016,-6.470144271850586
211,211,211,211,211,211,211,211,211,211,211,"Love,",Love,love,212,38,7,Bridge: David Bowie & Freddie Mercury,5,32,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, love, love, love, love", love love love love love,POSITIVE,0.9997,0.9997,41,0.9761904761904762,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
212,212,212,212,212,212,212,212,212,212,212,"love,",love,love,213,38,7,Bridge: David Bowie & Freddie Mercury,5,33,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, love, love, love, love", love love love love love,POSITIVE,0.9997,0.9997,41,0.9761904761904762,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
213,213,213,213,213,213,213,213,213,213,213,"love,",love,love,214,38,7,Bridge: David Bowie & Freddie Mercury,5,34,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, love, love, love, love", love love love love love,POSITIVE,0.9997,0.9997,41,0.9761904761904762,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
214,214,214,214,214,214,214,214,214,214,214,"love,",love,love,215,38,7,Bridge: David Bowie & Freddie Mercury,5,35,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, love, love, love, love", love love love love love,POSITIVE,0.9997,0.9997,41,0.9761904761904762,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
215,215,215,215,215,215,215,215,215,215,215,love,love,love,216,38,7,Bridge: David Bowie & Freddie Mercury,5,36,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,"Love, love, love, love, love", love love love love love,POSITIVE,0.9997,0.9997,41,0.9761904761904762,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
216,216,216,216,216,216,216,216,216,216,216,Insanity,Insanity,insanity,217,39,7,Bridge: David Bowie & Freddie Mercury,6,37,1,1,1,[217],"[('insanity', 'NN')]",N,NEGATIVE,0.9997,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,-0.9997,1,0.009615384615384616,neg_word_pos_line,Under Pressure,Queen & David Bowie,3.663587808609009,-1.3741399049758911
217,217,217,217,217,217,217,217,217,217,217,laughs,laughs,laughs,218,39,7,Bridge: David Bowie & Freddie Mercury,6,38,1,1,1,[218],"[('laughs', 'NNS')]",N,POSITIVE,0.9999,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,0.9999,104,1.0,pos_word_pos_line,Under Pressure,Queen & David Bowie,-3.2720937728881836,7.639119625091553
218,218,218,218,218,218,218,218,218,218,218,under,under,under,219,39,7,Bridge: David Bowie & Freddie Mercury,6,39,5,5,5,"[28, 219, 312, 314, 316]","[('under', 'IN')]",PREP,POSITIVE,0.9166,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,0.9166,37,0.3557692307692308,pos_word_pos_line,Under Pressure,Queen & David Bowie,13.633197784423828,5.517682075500488
219,219,219,219,219,219,219,219,219,219,219,pressure,pressure,pressure,220,39,7,Bridge: David Bowie & Freddie Mercury,6,40,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,-0.9933,9,0.08653846153846154,neg_word_pos_line,Under Pressure,Queen & David Bowie,-3.592129945755005,-6.784911632537843
220,220,220,220,220,220,220,220,220,220,220,we're,we're,we're,221,39,7,Bridge: David Bowie & Freddie Mercury,6,41,1,1,1,[221],"[('we', 'PRP'), (""'re"", 'VBP')]",MULT,POSITIVE,0.9996,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,0.9996,101,0.9711538461538459,pos_word_pos_line,Under Pressure,Queen & David Bowie,16.019210815429688,-22.12932586669922
221,221,221,221,221,221,221,221,221,221,221,breaking,breaking,breaking,222,39,7,Bridge: David Bowie & Freddie Mercury,6,42,1,1,1,[222],"[('breaking', 'VBG')]",V,POSITIVE,0.5017,Insanity laughs under pressure we're breaking, insanity laughs under pressure we're breaking,POSITIVE,0.9942,0.9942,36,0.8571428571428571,0.5017,26,0.25,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.5805891752243042,-0.26198625564575195
222,222,222,222,222,222,222,222,222,222,222,Can't,Can't,can't,223,40,8,Verse 3: Freddie Mercury,1,1,3,3,3,"[223, 231, 240]","[('ca', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9911,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,-0.9911,10,0.09615384615384616,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.75008773803711,-17.94561767578125
223,223,223,223,223,223,223,223,223,223,223,we,we,we,224,40,8,Verse 3: Freddie Mercury,1,2,3,3,3,"[224, 232, 241]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9982,90,0.8653846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.7855963706970215,-24.97400093078613
224,224,224,224,224,224,224,224,224,224,224,give,give,give,225,40,8,Verse 3: Freddie Mercury,1,3,11,11,11,"[225, 233, 242, 244, 246, 248, 250, 252, 254, 256, 258]","[('give', 'VB')]",V,POSITIVE,0.9993,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9993,99,0.9519230769230768,pos_word_neg_line,Under Pressure,Queen & David Bowie,-13.27077865600586,1.5761404037475586
225,225,225,225,225,225,225,225,225,225,225,ourselves,ourselves,ourselves,226,40,8,Verse 3: Freddie Mercury,1,4,3,3,3,"[226, 298, 311]","[('ourselves', 'NNS')]",N,POSITIVE,0.9908,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9908,70,0.6730769230769231,pos_word_neg_line,Under Pressure,Queen & David Bowie,-17.301044464111328,-7.804735660552978
226,226,226,226,226,226,226,226,226,226,226,one,one,one,227,40,8,Verse 3: Freddie Mercury,1,5,2,2,2,"[227, 236]","[('one', 'CD')]",DET,POSITIVE,0.9883,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9883,65,0.625,pos_word_neg_line,Under Pressure,Queen & David Bowie,19.831750869750977,-10.962331771850586
227,227,227,227,227,227,227,227,227,227,227,more,more,more,228,40,8,Verse 3: Freddie Mercury,1,6,2,2,2,"[228, 237]","[('more', 'RBR')]",ADV,POSITIVE,0.9969,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9969,86,0.8269230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,-3.2221558094024663,-18.79288673400879
228,228,228,228,228,228,228,228,228,228,228,chance?,chance,chance,229,40,8,Verse 3: Freddie Mercury,1,7,2,2,2,"[229, 238]","[('chance', 'NN')]",N,POSITIVE,0.9994,Can't we give ourselves one more chance?, can't we give ourselves one more chance,NEGATIVE,0.9971,-0.9971,4,0.09523809523809523,0.9994,100,0.9615384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,1.9585521221160889,-10.303390502929688
229,229,229,229,229,229,229,229,229,229,229,Why,Why,why,230,41,8,Verse 3: Freddie Mercury,2,8,5,5,5,"[209, 210, 211, 230, 239]","[('why', 'WRB')]",OTH,NEGATIVE,0.9814,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,-0.9814,13,0.125,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.083438873291016,-6.470144271850586
230,230,230,230,230,230,230,230,230,230,230,can't,can't,can't,231,41,8,Verse 3: Freddie Mercury,2,9,3,3,3,"[223, 231, 240]","[('ca', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9911,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,-0.9911,10,0.09615384615384616,neg_word_neg_line,Under Pressure,Queen & David Bowie,17.75008773803711,-17.94561767578125
231,231,231,231,231,231,231,231,231,231,231,we,we,we,232,41,8,Verse 3: Freddie Mercury,2,10,3,3,3,"[224, 232, 241]","[('we', 'PRP')]",PRON,POSITIVE,0.9982,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9982,90,0.8653846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.7855963706970215,-24.97400093078613
232,232,232,232,232,232,232,232,232,232,232,give,give,give,233,41,8,Verse 3: Freddie Mercury,2,11,11,11,11,"[225, 233, 242, 244, 246, 248, 250, 252, 254, 256, 258]","[('give', 'VB')]",V,POSITIVE,0.9993,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9993,99,0.9519230769230768,pos_word_neg_line,Under Pressure,Queen & David Bowie,-13.27077865600586,1.5761404037475586
233,233,233,233,233,233,233,233,233,233,233,love,love,love,234,41,8,Verse 3: Freddie Mercury,2,12,18,18,18,"[202, 212, 213, 214, 215, 216, 234, 243, 245, 247, 249, 251, 253, 255, 257, 259, 267, 285]","[('love', 'NN')]",N,POSITIVE,0.9999,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9999,104,1.0,pos_word_neg_line,Under Pressure,Queen & David Bowie,-0.2703820466995239,-15.020541191101074
234,234,234,234,234,234,234,234,234,234,234,that,that,that,235,41,8,Verse 3: Freddie Mercury,2,13,2,2,2,"[30, 235]","[('that', 'IN')]",PREP,POSITIVE,0.9895,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9895,67,0.6442307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,6.282057762145996,-3.6008126735687256
235,235,235,235,235,235,235,235,235,235,235,one,one,one,236,41,8,Verse 3: Freddie Mercury,2,14,2,2,2,"[227, 236]","[('one', 'CD')]",DET,POSITIVE,0.9883,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9883,65,0.625,pos_word_neg_line,Under Pressure,Queen & David Bowie,19.831750869750977,-10.962331771850586
236,236,236,236,236,236,236,236,236,236,236,more,more,more,237,41,8,Verse 3: Freddie Mercury,2,15,2,2,2,"[228, 237]","[('more', 'RBR')]",ADV,POSITIVE,0.9969,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9969,86,0.8269230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,-3.2221558094024663,-18.79288673400879
237,237,237,237,237,237,237,237,237,237,237,chance?,chance,chance,238,41,8,Verse 3: Freddie Mercury,2,16,2,2,2,"[229, 238]","[('chance', 'NN')]",N,POSITIVE,0.9994,Why can't we give love that one more chance?, why can't we give love that one more chance,NEGATIVE,0.9823,-0.9823,15,0.35714285714285715,0.9994,100,0.9615384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,1.9585521221160889,-10.303390502929688
238,238,238,238,238,238,238,238,238,238,238,Why,Why,why,239,42,8,Verse 3: Freddie Mercury,3,17,5,5,5,"[209, 210, 211, 230, 239]","[('why', 'WRB')]",OTH,NEGATIVE,0.9814,"Why can't we give love, give love, give love, give love", why can't we give love give love give love give love,POSITIVE,0.7225,0.7225,27,0.6428571428571429,-0.9814,13,0.125,neg_word_pos_line,Under Pressure,Queen & David Bowie,17.083438873291016,-6.470144271850586
239,239,239,239,239,239,239,239,239,239,239,can't,can't,can't,240,42,8,Verse 3: Freddie Mercury,3,18,3,3,3,"[223, 231, 240]","[('ca', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9911,"Why can't we give love, give love, give love, give love", why can't we give love give love give love give love,POSITIVE,0.7225,0.7225,27,0.6428571428571429,-0.9911,10,0.09615384615384616,neg_word_pos_line,Under Pressure,Queen & David Bowie,17.75008773803711,-17.94561767578125
