,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
200,Oh,Oh,oh,201,33,5,Chorus,4,21,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
201,"baby,",baby,baby,202,33,5,Chorus,4,22,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
202,all,all,all,203,33,5,Chorus,4,23,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
203,I,I,I,204,33,5,Chorus,4,24,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
204,want,want,want,205,33,5,Chorus,4,25,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
205,for,for,for,206,33,5,Chorus,4,26,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
206,Christmas,Christmas,christmas,207,33,5,Chorus,4,27,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
207,is,is,is,208,33,5,Chorus,4,28,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
208,you,you,you,209,33,5,Chorus,4,29,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
209,"You,",You,you,210,34,5,Chorus,5,30,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"You, baby", you baby,POSITIVE,0.9993,0.9993,32,0.8888888888888888,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
210,baby,baby,baby,211,34,5,Chorus,5,31,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"You, baby", you baby,POSITIVE,0.9993,0.9993,32,0.8888888888888888,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
211,"Oh,",Oh,oh,212,35,6,Bridge,1,1,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
212,all,all,all,213,35,6,Bridge,1,2,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
213,the,the,the,214,35,6,Bridge,1,3,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9636,25,0.29411764705882354,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
214,lights,lights,lights,215,35,6,Bridge,1,4,1,1,1,[215],"[('lights', 'NNS')]",N,POSITIVE,0.9985,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9985,73,0.8588235294117647,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-6.451098442077637,-2.6241745948791504
215,are,are,are,216,35,6,Bridge,1,5,1,1,1,[216],"[('are', 'VBP')]",V,POSITIVE,0.9785,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9785,35,0.4117647058823529,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.6778454780578613,-11.596867561340332
216,shining,shining,shining,217,35,6,Bridge,1,6,1,1,1,[217],"[('shining', 'VBG')]",V,POSITIVE,0.9999,"Oh, all the lights are shining", oh all the lights are shining,POSITIVE,0.9997,0.9997,35,0.9722222222222222,0.9999,85,1.0,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.9272951483726501,-4.956611633300781
217,So,So,so,218,36,6,Bridge,2,7,3,2,2,"[193, 218, 221]","[('so', 'RB')]",ADV,POSITIVE,0.913,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.913,21,0.24705882352941178,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.601432800292969,1.571901559829712
218,brightly,brightly,brightly,219,36,6,Bridge,2,8,2,2,2,"[219, 222]","[('brightly', 'RB')]",ADV,POSITIVE,0.9998,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.9998,84,0.9882352941176471,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.006572961807251,0.3001194894313812
219,everywhere,everywhere,everywhere,220,36,6,Bridge,2,9,1,1,1,[220],"[('everywhere', 'RB')]",ADV,POSITIVE,0.9937,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.9937,55,0.6470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-7.846485614776611,0.5914327502250671
220,(So,So,so,221,36,6,Bridge,2,10,3,2,2,"[193, 218, 221]","[('so', 'RB')]",ADV,POSITIVE,0.913,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.913,21,0.24705882352941178,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.601432800292969,1.571901559829712
221,"brightly,",brightly,brightly,222,36,6,Bridge,2,11,2,2,2,"[219, 222]","[('brightly', 'RB')]",ADV,POSITIVE,0.9998,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.9998,84,0.9882352941176471,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.006572961807251,0.3001194894313812
222,baby),baby,baby,223,36,6,Bridge,2,12,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"So brightly everywhere (So brightly, baby)", so brightly everywhere so brightly baby,POSITIVE,0.9998,0.9998,36,1.0,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
223,And,And,and,224,37,6,Bridge,3,13,5,5,5,"[65, 143, 159, 224, 236]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And the sound of children's, and the sound of children's,POSITIVE,0.9978,0.9978,28,0.7777777777777778,0.9708,30,0.35294117647058826,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,4.267705917358398,-6.3528547286987305
224,the,the,the,225,37,6,Bridge,3,14,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,And the sound of children's, and the sound of children's,POSITIVE,0.9978,0.9978,28,0.7777777777777778,0.9636,25,0.29411764705882354,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
225,sound,sound,sound,226,37,6,Bridge,3,15,1,1,1,[226],"[('sound', 'NN')]",N,POSITIVE,0.9996,And the sound of children's, and the sound of children's,POSITIVE,0.9978,0.9978,28,0.7777777777777778,0.9996,82,0.9647058823529412,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.538100719451904,-2.3356008529663086
226,of,of,of,227,37,6,Bridge,3,16,1,1,1,[227],"[('of', 'IN')]",PREP,POSITIVE,0.9193,And the sound of children's, and the sound of children's,POSITIVE,0.9978,0.9978,28,0.7777777777777778,0.9193,22,0.25882352941176473,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.8876030445098877,-7.482643127441406
227,children's,children's,children's,228,37,6,Bridge,3,17,1,1,1,[228],"[('children', 'NNS'), (""'s"", 'POS')]",MULT,POSITIVE,0.9909,And the sound of children's, and the sound of children's,POSITIVE,0.9978,0.9978,28,0.7777777777777778,0.9909,48,0.5647058823529412,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-12.135722160339355,-4.434741020202637
228,Laughter,Laughter,laughter,229,38,6,Bridge,4,18,1,1,1,[229],"[('laughter', 'NN')]",N,POSITIVE,0.9998,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9998,84,0.9882352941176471,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-5.155099391937256,-0.04073340445756912
229,fills,fills,fills,230,38,6,Bridge,4,19,1,1,1,[230],"[('fills', 'NNS')]",N,POSITIVE,0.9929,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9929,51,0.6,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.8683388233184814,-2.8293962478637695
230,the,the,the,231,38,6,Bridge,4,20,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9636,25,0.29411764705882354,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
231,air,air,air,232,38,6,Bridge,4,21,1,1,1,[232],"[('air', 'NN')]",N,POSITIVE,0.9993,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.105042457580566,-2.337832450866699
232,"(Oh,",Oh,oh,233,38,6,Bridge,4,22,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
233,oh,oh,oh,234,38,6,Bridge,4,23,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
234,yeah),yeah,yeah,235,38,6,Bridge,4,24,4,4,4,"[50, 235, 241, 259]","[('yeah', 'NN')]",N,POSITIVE,0.9993,"Laughter fills the air (Oh, oh yeah)", laughter fills the air oh oh yeah,POSITIVE,0.9998,0.9998,36,1.0,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4248170852661133,4.6000075340271
235,And,And,and,236,39,6,Bridge,5,25,5,5,5,"[65, 143, 159, 224, 236]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9708,30,0.35294117647058826,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,4.267705917358398,-6.3528547286987305
236,everyone,everyone,everyone,237,39,6,Bridge,5,26,1,1,1,[237],"[('everyone', 'NN')]",N,POSITIVE,0.9971,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9971,64,0.7529411764705882,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-7.881165027618408,-0.4046224355697632
237,is,is,is,238,39,6,Bridge,5,27,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
238,singing,singing,singing,239,39,6,Bridge,5,28,1,1,1,[239],"[('singing', 'VBG')]",V,POSITIVE,0.9996,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9996,82,0.9647058823529412,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-5.966897487640381,0.6743887662887573
239,(Oh,Oh,oh,240,39,6,Bridge,5,29,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
240,yeah),yeah,yeah,241,39,6,Bridge,5,30,4,4,4,"[50, 235, 241, 259]","[('yeah', 'NN')]",N,POSITIVE,0.9993,And everyone is singing (Oh yeah), and everyone is singing oh yeah,POSITIVE,0.9996,0.9996,34,0.9444444444444444,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4248170852661133,4.6000075340271
241,I,I,I,242,40,6,Bridge,6,31,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
242,hear,hear,hear,243,40,6,Bridge,6,32,2,2,2,"[176, 243]","[('hear', 'NN')]",N,POSITIVE,0.9987,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9987,74,0.8705882352941177,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.3309723734855652,-11.718125343322754
243,those,those,those,244,40,6,Bridge,6,33,2,2,2,"[177, 244]","[('those', 'DT')]",DET,POSITIVE,0.9704,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9704,29,0.3411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.978528380393982,0.2590855658054352
244,sleigh,sleigh,sleigh,245,40,6,Bridge,6,34,1,1,1,[245],"[('sleigh', 'NN')]",N,NEGATIVE,0.8922,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,-0.8922,5,0.058823529411764705,neg_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-11.3007230758667,-2.6545207500457764
245,bells,bells,bells,246,40,6,Bridge,6,35,1,1,1,[246],"[('bells', 'NNS')]",N,POSITIVE,0.9768,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9768,33,0.38823529411764707,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-6.333067893981934,-2.1098711490631104
246,ringing,ringing,ringing,247,40,6,Bridge,6,36,1,1,1,[247],"[('ringing', 'VBG')]",V,POSITIVE,0.9842,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9842,40,0.47058823529411764,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-6.0849995613098145,-1.1197946071624756
247,(Oh),Oh,oh,248,40,6,Bridge,6,37,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,I hear those sleigh bells ringing (Oh), I hear those sleigh bells ringing oh,POSITIVE,0.9721,0.9721,18,0.5,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
248,"Santa,",Santa,santa,249,41,6,Bridge,7,38,2,2,2,"[88, 249]","[('santa', 'NN')]",N,POSITIVE,0.9988,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9988,75,0.8823529411764706,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-0.22254671156406403,-5.573456287384033
249,won't,won't,won't,250,41,6,Bridge,7,39,7,7,7,"[90, 131, 138, 155, 171, 250, 262]","[('wo', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9701,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,-0.9701,4,0.047058823529411764,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.9331889152526855,11.823307991027832
250,you,you,you,251,41,6,Bridge,7,40,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9991,78,0.9176470588235294,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
251,bring,bring,bring,252,41,6,Bridge,7,41,2,2,2,"[252, 265]","[('bring', 'NN')]",N,POSITIVE,0.9996,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9996,82,0.9647058823529412,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-5.623395919799805,6.844846725463867
252,me,me,me,253,41,6,Bridge,7,42,4,3,3,"[92, 192, 253, 269]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9947,57,0.6705882352941176,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-1.9695935249328613,-2.2253599166870117
253,the,the,the,254,41,6,Bridge,7,43,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9636,25,0.29411764705882354,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
254,one,one,one,255,41,6,Bridge,7,44,3,3,3,"[11, 61, 255]","[('one', 'CD')]",DET,POSITIVE,0.9883,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9883,44,0.5176470588235295,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.036282539367676,-9.787487030029297
255,I,I,I,256,41,6,Bridge,7,45,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
256,really,really,really,257,41,6,Bridge,7,46,3,3,3,"[257, 368, 385]","[('really', 'RB')]",ADV,POSITIVE,0.998,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.998,68,0.8,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,4.708271503448486,2.2728545665740967
257,need?,need,need,258,41,6,Bridge,7,47,4,4,4,"[14, 64, 78, 258]","[('need', 'NN')]",N,NEGATIVE,0.5299,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,-0.5299,9,0.10588235294117647,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.826800346374512,3.178907632827759
258,"(Yeah,",Yeah,yeah,259,41,6,Bridge,7,48,4,4,4,"[50, 235, 241, 259]","[('yeah', 'NN')]",N,POSITIVE,0.9993,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4248170852661133,4.6000075340271
259,"oh,",oh,oh,260,41,6,Bridge,7,49,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9807,38,0.4470588235294118,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
260,oh),oh,oh,261,41,6,Bridge,7,50,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)", santa won't you bring me the one I really need yeah oh oh,NEGATIVE,0.9966,-0.9966,5,0.1388888888888889,0.9807,38,0.4470588235294118,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
261,Won't,Won't,won't,262,42,6,Bridge,8,51,7,7,7,"[90, 131, 138, 155, 171, 250, 262]","[('wo', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9701,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,-0.9701,4,0.047058823529411764,neg_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.9331889152526855,11.823307991027832
262,you,you,you,263,42,6,Bridge,8,52,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
263,please,please,please,264,42,6,Bridge,8,53,1,1,1,[264],"[('please', 'NN')]",N,POSITIVE,0.9995,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9995,81,0.9529411764705882,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.18648342788219452,5.958512783050537
